"files"	"paramHeader"	"param"	"population"	"average"	"average_se"	"population_sd"	"mse"	"cover_95"	"kind"	"peb"	"seb"	"bias"	"abs_bias"	"abs_diff_sd_se"	"diff_sd_se"	"ratio_sd_se"
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y24$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y24$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y15$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y15$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y15$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y15$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y15$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y25$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y25$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y25$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y25$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y25$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y16$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y16$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y16$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y16$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y16$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y26$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y26$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y26$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y26$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y26$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y17$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y17$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y17$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y17$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y17$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y27$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y27$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y27$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y27$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y27$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y18$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y18$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y18$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y18$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y18$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y28$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y28$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y28$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y28$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y28$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y19$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y19$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y19$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y19$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y19$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y29$1"	-2.584	-2.4421	0.1878	0.2146	0.0662	0.831	"threshold"	0.0549	0.1249	0.1419	0.1419	0.0268	-0.0268	0.8751
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y29$2"	-1.652	-1.5382	0.1675	0.1957	0.0512	0.848	"threshold"	0.0689	0.1441	0.1138	0.1138	0.0282	-0.0282	0.8559
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y29$3"	-0.976	-0.8888	0.1603	0.1858	0.0421	0.875	"threshold"	0.0893	0.1372	0.0872	0.0872	0.0255	-0.0255	0.8628
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y29$4"	-0.061	-0.0174	0.157	0.1812	0.0347	0.897	"threshold"	0.7148	0.1336	0.0436	0.0436	0.0242	-0.0242	0.8664
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"Y29$5"	0.825	0.8328	0.1604	0.1801	0.0324	0.912	"threshold"	0.0095	0.1094	0.0078	0.0078	0.0197	-0.0197	0.8906
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X11$1"	-2.545	-2.4476	0.2209	0.2782	0.0868	0.842	"threshold"	0.0383	0.206	0.0974	0.0974	0.0573	-0.0573	0.794
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X11$2"	-1.324	-1.2655	0.2016	0.2596	0.0707	0.849	"threshold"	0.0442	0.2234	0.0585	0.0585	0.058	-0.058	0.7766
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X11$3"	-0.448	-0.4209	0.1964	0.2585	0.0675	0.856	"threshold"	0.0605	0.2402	0.0271	0.0271	0.0621	-0.0621	0.7598
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X11$4"	0.736	0.7084	0.1973	0.2538	0.0651	0.864	"threshold"	0.0375	0.2226	-0.0276	0.0276	0.0565	-0.0565	0.7774
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X11$5"	1.571	1.5116	0.2037	0.2605	0.0713	0.861	"threshold"	0.0378	0.218	-0.0594	0.0594	0.0568	-0.0568	0.782
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X11$6"	2.735	2.6376	0.2246	0.2715	0.0831	0.868	"threshold"	0.0356	0.1727	-0.0974	0.0974	0.0469	-0.0469	0.8273
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X21$1"	-2.545	-2.4476	0.2209	0.2782	0.0868	0.842	"threshold"	0.0383	0.206	0.0974	0.0974	0.0573	-0.0573	0.794
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X21$2"	-1.324	-1.2655	0.2016	0.2596	0.0707	0.849	"threshold"	0.0442	0.2234	0.0585	0.0585	0.058	-0.058	0.7766
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X21$3"	-0.448	-0.4209	0.1964	0.2585	0.0675	0.856	"threshold"	0.0605	0.2402	0.0271	0.0271	0.0621	-0.0621	0.7598
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X21$4"	0.736	0.7084	0.1973	0.2538	0.0651	0.864	"threshold"	0.0375	0.2226	-0.0276	0.0276	0.0565	-0.0565	0.7774
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X21$5"	1.571	1.5116	0.2037	0.2605	0.0713	0.861	"threshold"	0.0378	0.218	-0.0594	0.0594	0.0568	-0.0568	0.782
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X21$6"	2.735	2.6376	0.2246	0.2715	0.0831	0.868	"threshold"	0.0356	0.1727	-0.0974	0.0974	0.0469	-0.0469	0.8273
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X12$1"	-2.545	-2.4476	0.2209	0.2782	0.0868	0.842	"threshold"	0.0383	0.206	0.0974	0.0974	0.0573	-0.0573	0.794
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X12$2"	-1.324	-1.2655	0.2016	0.2596	0.0707	0.849	"threshold"	0.0442	0.2234	0.0585	0.0585	0.058	-0.058	0.7766
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X12$3"	-0.448	-0.4209	0.1964	0.2585	0.0675	0.856	"threshold"	0.0605	0.2402	0.0271	0.0271	0.0621	-0.0621	0.7598
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X12$4"	0.736	0.7084	0.1973	0.2538	0.0651	0.864	"threshold"	0.0375	0.2226	-0.0276	0.0276	0.0565	-0.0565	0.7774
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X12$5"	1.571	1.5116	0.2037	0.2605	0.0713	0.861	"threshold"	0.0378	0.218	-0.0594	0.0594	0.0568	-0.0568	0.782
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X12$6"	2.735	2.6376	0.2246	0.2715	0.0831	0.868	"threshold"	0.0356	0.1727	-0.0974	0.0974	0.0469	-0.0469	0.8273
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X22$1"	-2.545	-2.4476	0.2209	0.2782	0.0868	0.842	"threshold"	0.0383	0.206	0.0974	0.0974	0.0573	-0.0573	0.794
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X22$2"	-1.324	-1.2655	0.2016	0.2596	0.0707	0.849	"threshold"	0.0442	0.2234	0.0585	0.0585	0.058	-0.058	0.7766
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X22$3"	-0.448	-0.4209	0.1964	0.2585	0.0675	0.856	"threshold"	0.0605	0.2402	0.0271	0.0271	0.0621	-0.0621	0.7598
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X22$4"	0.736	0.7084	0.1973	0.2538	0.0651	0.864	"threshold"	0.0375	0.2226	-0.0276	0.0276	0.0565	-0.0565	0.7774
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X22$5"	1.571	1.5116	0.2037	0.2605	0.0713	0.861	"threshold"	0.0378	0.218	-0.0594	0.0594	0.0568	-0.0568	0.782
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X22$6"	2.735	2.6376	0.2246	0.2715	0.0831	0.868	"threshold"	0.0356	0.1727	-0.0974	0.0974	0.0469	-0.0469	0.8273
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X13$1"	-2.545	-2.4476	0.2209	0.2782	0.0868	0.842	"threshold"	0.0383	0.206	0.0974	0.0974	0.0573	-0.0573	0.794
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X13$2"	-1.324	-1.2655	0.2016	0.2596	0.0707	0.849	"threshold"	0.0442	0.2234	0.0585	0.0585	0.058	-0.058	0.7766
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X13$3"	-0.448	-0.4209	0.1964	0.2585	0.0675	0.856	"threshold"	0.0605	0.2402	0.0271	0.0271	0.0621	-0.0621	0.7598
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X13$4"	0.736	0.7084	0.1973	0.2538	0.0651	0.864	"threshold"	0.0375	0.2226	-0.0276	0.0276	0.0565	-0.0565	0.7774
"Latent State 2 constructs T 9 free S var"	"Thresholds"	"X13$5"	1.571	1.5116	0.2037	0.2605	0.0713	0.861	"threshold"	0.0378	0.218	-0.0594	0.0594	0.0568	-0.0568	0.782
